ID	dPPE38.1.halflife	dPPE38.2.halflife	Uninfected.1.halflife	Uninfected.2.halflife
sp|P06744|G6PI_HUMANGlucose-6-phosphateisomeraseOS=HomosapiensGN=GPIPE=1SV=4;tr|A0A0A0MTS2|A0A0A0MTS2_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|K7EQ48|K7EQ48_HUMANGlucose-6-phosphateisomeraseOS=HomosapiensGN=GPIPE=1SV=2;tr|A0A0J9YXP8|A0A0J9YXP8_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|A0A0J9YX90|A0A0J9YX90_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|A0A0J9YYH3|A0A0J9YYH3_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|K7EPY4|K7EPY4_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=8;tr|K7EP41|K7EP41_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|K7ELR7|K7ELR7_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|K7ENA0|K7ENA0_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=8;CON__Q3ZBD7;tr|K7ERC6|K7ERC6_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=8;tr|K7ERK8|K7ERK8_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|K7EIL4|K7EIL4_HUMANGlucose-6-phosphateisomerase(Fragment)OS=HomosapiensGN=GPIPE=1SV=1;tr|K7ESF4|K7ESF4_HUMANUncharacterizedprotein(Fragment)OS=HomosapiensPE=4SV=1;sp|Q8N196|SIX5_HUMANHomeoboxproteinSIX5OS=HomosapiensGN=SIX5PE=1SV=3	48.5661721	47.10607884	46.46087501	46.86404254
sp|P07237|PDIA1_HUMANProteindisulfide-isomeraseOS=HomosapiensGN=P4HBPE=1SV=3;tr|H7BZ94|H7BZ94_HUMANProteindisulfide-isomeraseOS=HomosapiensGN=P4HBPE=1SV=2;tr|I3L398|I3L398_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|H0Y3Z3|H0Y3Z3_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|I3L312|I3L312_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=2;tr|I3L4M2|I3L4M2_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|I3NI03|I3NI03_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|I3L0S0|I3L0S0_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|I3L3U6|I3L3U6_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|I3L3P5|I3L3P5_HUMANProteindisulfide-isomerase(Fragment)OS=HomosapiensGN=P4HBPE=1SV=1;tr|I3L514|I3L514_HUMANProteindisulfide-isomeraseOS=HomosapiensGN=P4HBPE=1SV=1;tr|I3L1Y5|I3L1Y5_HUMANProteindisulfide-isomeraseOS=HomosapiensGN=P4HBPE=1SV=1	56.87961413	54.44492777	56.70707576	59.06990087
sp|P07384|CAN1_HUMANCalpain-1catalyticsubunitOS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PL37|E9PL37_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PLX0|E9PLX0_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PJJ3|E9PJJ3_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=8;tr|E9PLC9|E9PLC9_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PMC6|E9PMC6_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PJA6|E9PJA6_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=8;tr|E9PSA6|E9PSA6_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PQB3|E9PQB3_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PRM1|E9PRM1_HUMANCalpain-1catalyticsubunitOS=HomosapiensGN=CAPN1PE=1SV=1;tr|E9PIA9|E9PIA9_HUMANCalpain-1catalyticsubunit(Fragment)OS=HomosapiensGN=CAPN1PE=1SV=1	41.32638879	38.2658571	42.18538438	36.95482217
sp|P07737|PROF1_HUMANProfilin-1OS=HomosapiensGN=PFN1PE=1SV=2;tr|K7EJ44|K7EJ44_HUMANProfilinOS=HomosapiensGN=PFN1PE=1SV=1;CON__P02584;tr|I3L3D5|I3L3D5_HUMANProfilin(Fragment)OS=HomosapiensGN=PFN1PE=1SV=1	68.73107698	68.99772585	66.10115622	72.49357768
sp|P07814|SYEP_HUMANBifunctionalglutamate/proline--tRNAligaseOS=HomosapiensGN=EPRSPE=1SV=5;tr|V9GYZ6|V9GYZ6_HUMANBifunctionalglutamate/proline--tRNAligase(Fragment)OS=HomosapiensGN=EPRSPE=1SV=1;tr|V9GZ76|V9GZ76_HUMANBifunctionalglutamate/proline--tRNAligaseOS=HomosapiensGN=EPRSPE=1SV=1	42.36028027	37.8251344	37.49444774	37.36832183
sp|P08133|ANXA6_HUMANAnnexinA6OS=HomosapiensGN=ANXA6PE=1SV=3;tr|E5RK69|E5RK69_HUMANAnnexinOS=HomosapiensGN=ANXA6PE=1SV=1;tr|E7EMC6|E7EMC6_HUMANAnnexinOS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RK63|E5RK63_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RJF5|E5RJF5_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=8;tr|E5RFF0|E5RFF0_HUMANAnnexinA6(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RI05|E5RI05_HUMANAnnexinOS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RJR0|E5RJR0_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|H0YC77|H0YC77_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RIU8|E5RIU8_HUMANAnnexinA6OS=HomosapiensGN=ANXA6PE=1SV=2	76.91855529	78.82839362	80.10574162	84.19051153
sp|P08238|HS90B_HUMANHeatshockproteinHSP90-betaOS=HomosapiensGN=HSP90AB1PE=1SV=4;sp|Q58FF7|H90B3_HUMANPutativeheatshockproteinHSP90-beta-3OS=HomosapiensGN=HSP90AB3PPE=5SV=1	48.53103014	48.6881583	47.4887942	48.57956217
sp|P08240|SRPRA_HUMANSignalrecognitionparticlereceptorsubunitalphaOS=HomosapiensGN=SRPRAPE=1SV=2	31.4321416	34.79772557	34.50440573	35.1707309
sp|P08670|VIME_HUMANVimentinOS=HomosapiensGN=VIMPE=1SV=4;tr|B0YJC4|B0YJC4_HUMANVimentinOS=HomosapiensGN=VIMPE=1SV=1;tr|B0YJC5|B0YJC5_HUMANVimentinOS=HomosapiensGN=VIMPE=1SV=1;tr|A0A1B0GUA0|A0A1B0GUA0_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;tr|A0A1B0GTT5|A0A1B0GTT5_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;tr|Q5JVS8|Q5JVS8_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;tr|A0A1B0GVG8|A0A1B0GVG8_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;sp|P17661|DESM_HUMANDesminOS=HomosapiensGN=DESPE=1SV=3;tr|H7C5W5|H7C5W5_HUMANPeripherin(Fragment)OS=HomosapiensGN=PRPHPE=1SV=1;sp|P41219|PERI_HUMANPeripherinOS=HomosapiensGN=PRPHPE=1SV=2;sp|P14136|GFAP_HUMANGlialfibrillaryacidicproteinOS=HomosapiensGN=GFAPPE=1SV=1;sp|Q16352|AINX_HUMANAlpha-internexinOS=HomosapiensGN=INAPE=1SV=2;tr|E7EMV2|E7EMV2_HUMANNeurofilamentmediumpolypeptideOS=HomosapiensGN=NEFMPE=1SV=1;tr|E7ESP9|E7ESP9_HUMANNeurofilamentmediumpolypeptideOS=HomosapiensGN=NEFMPE=1SV=1;sp|P07197|NFM_HUMANNeurofilamentmediumpolypeptideOS=HomosapiensGN=NEFMPE=1SV=3;tr|B4DIR1|B4DIR1_HUMANGlialfibrillaryacidicproteinOS=HomosapiensGN=GFAPPE=1SV=1;tr|K7ELP4|K7ELP4_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;tr|K7EKH6|K7EKH6_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;tr|K7EJU1|K7EJU1_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;tr|K7EKH9|K7EKH9_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;sp|P07196|NFL_HUMANNeurofilamentlightpolypeptideOS=HomosapiensGN=NEFLPE=1SV=3	59.17665392	59.93091385	58.01550458	62.16797447
sp|P08708|RS17_HUMAN40SribosomalproteinS17OS=HomosapiensGN=RPS17PE=1SV=2;tr|H0YN88|H0YN88_HUMAN40SribosomalproteinS17OS=HomosapiensGN=RPS17PE=1SV=1;tr|A0A075B716|A0A075B716_HUMAN40SribosomalproteinS17OS=HomosapiensGN=RPS17PE=1SV=1;tr|H0YN73|H0YN73_HUMAN40SribosomalproteinS17(Fragment)OS=HomosapiensGN=RPS17PE=1SV=1	61.72111987	85.94317329	71.20073146	62.34975547
sp|P09525|ANXA4_HUMANAnnexinA4OS=HomosapiensGN=ANXA4PE=1SV=4;tr|Q6P452|Q6P452_HUMANAnnexinOS=HomosapiensGN=ANXA4PE=1SV=1;tr|B4E1S2|B4E1S2_HUMANAnnexinOS=HomosapiensGN=ANXA4PE=1SV=1	82.79678244	74.20024957	81.33099398	80.82342062
sp|P09960|LKHA4_HUMANLeukotrieneA-4hydrolaseOS=HomosapiensGN=LTA4HPE=1SV=2;tr|B4DEH5|B4DEH5_HUMANLeukotrieneA-4hydrolaseOS=HomosapiensGN=LTA4HPE=1SV=1	61.57329542	64.61108204	65.40194715	65.15000585
sp|P0DMV9|HS71B_HUMANHeatshock70kDaprotein1BOS=HomosapiensGN=HSPA1BPE=1SV=1;sp|P0DMV8|HS71A_HUMANHeatshock70kDaprotein1AOS=HomosapiensGN=HSPA1APE=1SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMANHeatshock70kDaprotein1BOS=HomosapiensGN=HSPA1BPE=1SV=1;tr|V9GZ37|V9GZ37_HUMANHeatshock70kDaprotein1AOS=HomosapiensGN=HSPA1APE=1SV=1	38.23247165	36.82771388	34.96667557	34.15716396
sp|P10599|THIO_HUMANThioredoxinOS=HomosapiensGN=TXNPE=1SV=3	65.05940751	56.71982385	61.31977443	72.10455602
sp|P11021|GRP78_HUMAN78kDaglucose-regulatedproteinOS=HomosapiensGN=HSPA5PE=1SV=2	61.19483402	63.44864137	59.0863628	61.57462641
sp|P11142|HSP7C_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PKE3|E9PKE3_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PNE6|E9PNE6_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|A8K7Q2|A8K7Q2_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PN89|E9PN89_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PLF4|E9PLF4_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PS65|E9PS65_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PQQ4|E9PQQ4_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PQK7|E9PQK7_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PK54|E9PK54_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=8;tr|E9PPY6|E9PPY6_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PM13|E9PM13_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=8;tr|E9PN25|E9PN25_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PI65|E9PI65_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1	52.56472317	51.84096434	49.27104302	49.17550165
sp|P11233|RALA_HUMANRas-relatedproteinRal-AOS=HomosapiensGN=RALAPE=1SV=1;tr|H7C3P7|H7C3P7_HUMANRas-relatedproteinRal-A(Fragment)OS=HomosapiensGN=RALAPE=1SV=1;tr|F8WEQ6|F8WEQ6_HUMANRas-relatedproteinRal-BOS=HomosapiensGN=RALBPE=1SV=1;tr|C9JPE8|C9JPE8_HUMANRas-relatedproteinRal-A(Fragment)OS=HomosapiensGN=RALAPE=1SV=1;tr|C9JYR1|C9JYR1_HUMANRas-relatedproteinRal-B(Fragment)OS=HomosapiensGN=RALBPE=1SV=1	28.12307178	28.69787367	28.49626072	25.8444793
sp|P11413|G6PD_HUMANGlucose-6-phosphate1-dehydrogenaseOS=HomosapiensGN=G6PDPE=1SV=4;tr|E7EUI8|E7EUI8_HUMANGlucose-6-phosphate1-dehydrogenase(Fragment)OS=HomosapiensGN=G6PDPE=1SV=8;tr|E9PD92|E9PD92_HUMANGlucose-6-phosphate1-dehydrogenase(Fragment)OS=HomosapiensGN=G6PDPE=1SV=1;tr|E7EM57|E7EM57_HUMANGlucose-6-phosphate1-dehydrogenase(Fragment)OS=HomosapiensGN=G6PDPE=1SV=1	72.56870223	69.44004987	71.92937211	69.61583891
sp|P11766|ADHX_HUMANAlcoholdehydrogenaseclass-3OS=HomosapiensGN=ADH5PE=1SV=4;tr|H0YAG8|H0YAG8_HUMANAlcoholdehydrogenaseclass-3(Fragment)OS=HomosapiensGN=ADH5PE=1SV=1;tr|D6RFE4|D6RFE4_HUMANAlcoholdehydrogenaseclass-3OS=HomosapiensGN=ADH5PE=1SV=1;tr|D6RAY0|D6RAY0_HUMANAlcoholdehydrogenaseclass-3OS=HomosapiensGN=ADH5PE=1SV=1;tr|D6R9G2|D6R9G2_HUMANAlcoholdehydrogenaseclass-3OS=HomosapiensGN=ADH5PE=1SV=1	56.2664403	62.86250227	50.36607782	53.08884773
sp|P12081|SYHC_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=2;tr|B4E1C5|B4E1C5_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|B4DDD8|B4DDD8_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|B3KWE1|B3KWE1_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|E7ETE2|E7ETE2_HUMANHistidine--tRNAligase,cytoplasmic(Fragment)OS=HomosapiensGN=HARSPE=1SV=1;sp|P49590|SYHM_HUMANProbablehistidine--tRNAligase,mitochondrialOS=HomosapiensGN=HARS2PE=1SV=1;tr|B4DQ67|B4DQ67_HUMANProbablehistidine--tRNAligase,mitochondrialOS=HomosapiensGN=HARS2PE=1SV=1;tr|D6RF05|D6RF05_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|D6RJE6|D6RJE6_HUMANProbablehistidine--tRNAligase,mitochondrial(Fragment)OS=HomosapiensGN=HARS2PE=1SV=1	43.24148052	48.49211634	50.94649264	51.29936911
sp|P12814|ACTN1_HUMANAlpha-actinin-1OS=HomosapiensGN=ACTN1PE=1SV=2;tr|H9KV75|H9KV75_HUMANAlpha-actinin-1OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V2N5|G3V2N5_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=8;sp|P35609|ACTN2_HUMANAlpha-actinin-2OS=HomosapiensGN=ACTN2PE=1SV=1;tr|H0YJW3|H0YJW3_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V2W4|G3V2W4_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|H7C5W8|H7C5W8_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|H0YJ11|H0YJ11_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;sp|Q08043|ACTN3_HUMANAlpha-actinin-3OS=HomosapiensGN=ACTN3PE=1SV=2;tr|F6THM6|F6THM6_HUMANAlpha-actinin-2OS=HomosapiensGN=ACTN2PE=1SV=1;tr|A0A087WSZ2|A0A087WSZ2_HUMANAlpha-actinin-3OS=HomosapiensGN=ACTN3PE=1SV=1;tr|G3V2X9|G3V2X9_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V5M4|G3V5M4_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V2E8|G3V2E8_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V380|G3V380_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|D6RH00|D6RH00_HUMANAlpha-actinin-3OS=HomosapiensGN=ACTN3PE=1SV=1	51.52086473	51.86679205	50.42436181	51.51536217
sp|P13073|COX41_HUMANCytochromecoxidasesubunit4isoform1,mitochondrialOS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BN72|H3BN72_HUMANCytochromecoxidasesubunit4isoform1,mitochondrialOS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BNV9|H3BNV9_HUMANCytochromecoxidasesubunit4isoform1,mitochondrialOS=HomosapiensGN=COX4I1PE=1SV=1;tr|Q86WV2|Q86WV2_HUMANCOX4I1proteinOS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BPG0|H3BPG0_HUMANCytochromecoxidasesubunit4isoform1,mitochondrial(Fragment)OS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BNI5|H3BNI5_HUMANCytochromecoxidasesubunit4isoform1,mitochondrial(Fragment)OS=HomosapiensGN=COX4I1PE=1SV=1	25.09978927	26.20206574	24.27698591	22.39537388
sp|P13639|EF2_HUMANElongationfactor2OS=HomosapiensGN=EEF2PE=1SV=4	45.35285954	45.77068457	44.15722346	44.40254941
sp|P13796|PLSL_HUMANPlastin-2OS=HomosapiensGN=LCP1PE=1SV=6;tr|Q5TBN3|Q5TBN3_HUMANPlastin-2(Fragment)OS=HomosapiensGN=LCP1PE=1SV=1;tr|Q5TBN5|Q5TBN5_HUMANPlastin-2(Fragment)OS=HomosapiensGN=LCP1PE=1SV=1;tr|U3KQI3|U3KQI3_HUMANPlastin-3(Fragment)OS=HomosapiensGN=PLS3PE=1SV=1;sp|Q14651|PLSI_HUMANPlastin-1OS=HomosapiensGN=PLS1PE=1SV=2;tr|C9JAM8|C9JAM8_HUMANPlastin-1(Fragment)OS=HomosapiensGN=PLS1PE=1SV=1	44.03339653	45.6133357	43.94849715	46.43435749
sp|P14314|GLU2B_HUMANGlucosidase2subunitbetaOS=HomosapiensGN=PRKCSHPE=1SV=2;tr|K7ELL7|K7ELL7_HUMANGlucosidase2subunitbetaOS=HomosapiensGN=PRKCSHPE=1SV=1;tr|K7EPW7|K7EPW7_HUMANGlucosidase2subunitbeta(Fragment)OS=HomosapiensGN=PRKCSHPE=1SV=1;tr|A0A0C4DGP4|A0A0C4DGP4_HUMANGlucosidase2subunitbeta(Fragment)OS=HomosapiensGN=PRKCSHPE=1SV=1;tr|K7EKX1|K7EKX1_HUMANGlucosidase2subunitbeta(Fragment)OS=HomosapiensGN=PRKCSHPE=1SV=1;tr|K7EJ70|K7EJ70_HUMANGlucosidase2subunitbeta(Fragment)OS=HomosapiensGN=PRKCSHPE=1SV=1	45.39812853	47.14366291	51.55062811	39.40220423
sp|P14618|KPYM_HUMANPyruvatekinasePKMOS=HomosapiensGN=PKMPE=1SV=4;tr|B4DNK4|B4DNK4_HUMANPyruvatekinaseOS=HomosapiensGN=PKMPE=1SV=1;tr|H3BQ34|H3BQ34_HUMANPyruvatekinaseOS=HomosapiensGN=PKMPE=1SV=1;tr|H3BUW1|H3BUW1_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BTJ2|H3BTJ2_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BT25|H3BT25_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BU13|H3BU13_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BN34|H3BN34_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=8;tr|H3BQZ3|H3BQZ3_HUMANPyruvatekinasePKMOS=HomosapiensGN=PKMPE=1SV=1;sp|P30613|KPYR_HUMANPyruvatekinasePKLROS=HomosapiensGN=PKLRPE=1SV=2	45.2411698	45.32148247	45.62140197	46.34333117
sp|P15090|FABP4_HUMANFattyacid-bindingprotein,adipocyteOS=HomosapiensGN=FABP4PE=1SV=3;tr|E5RIR0|E5RIR0_HUMANFattyacid-bindingprotein,adipocyteOS=HomosapiensGN=FABP4PE=1SV=1;tr|E5RH45|E5RH45_HUMANMyelinP2proteinOS=HomosapiensGN=PMP2PE=1SV=1;sp|P02689|MYP2_HUMANMyelinP2proteinOS=HomosapiensGN=PMP2PE=1SV=3	42.07509912	43.30056521	42.95844124	43.44509884
sp|P15170|ERF3A_HUMANEukaryoticpeptidechainreleasefactorGTP-bindingsubunitERF3AOS=HomosapiensGN=GSPT1PE=1SV=1;tr|H3BR35|H3BR35_HUMANEukaryoticpeptidechainreleasefactorGTP-bindingsubunitERF3A(Fragment)OS=HomosapiensGN=GSPT1PE=1SV=1;tr|H3BSV8|H3BSV8_HUMANEukaryoticpeptidechainreleasefactorGTP-bindingsubunitERF3A(Fragment)OS=HomosapiensGN=GSPT1PE=1SV=1	50.40864117	45.56752276	36.39985487	53.35238311
sp|P16150|LEUK_HUMANLeukosialinOS=HomosapiensGN=SPNPE=1SV=1;tr|C9JUK7|C9JUK7_HUMANLeukosialin(Fragment)OS=HomosapiensGN=SPNPE=1SV=1	22.45275102	27.2978295	23.32568533	26.10769554
sp|P16435|NCPR_HUMANNADPH--cytochromeP450reductaseOS=HomosapiensGN=PORPE=1SV=2;tr|H0Y4R2|H0Y4R2_HUMANNADPH--cytochromeP450reductase(Fragment)OS=HomosapiensGN=PORPE=1SV=1;tr|E7EMD0|E7EMD0_HUMANNADPH--cytochromeP450reductaseOS=HomosapiensGN=PORPE=1SV=1;tr|E7EWU0|E7EWU0_HUMANNADPH--cytochromeP450reductaseOS=HomosapiensGN=PORPE=1SV=1;tr|C9JU80|C9JU80_HUMANNADPH--cytochromeP450reductase(Fragment)OS=HomosapiensGN=PORPE=1SV=1	26.42913529	31.02866896	26.76258418	29.48100996
sp|P17096|HMGA1_HUMANHighmobilitygroupproteinHMG-I/HMG-YOS=HomosapiensGN=HMGA1PE=1SV=3	160.5598669	175.2325219	155.7978188	53.93714931
sp|P17858|PFKAL_HUMANATP-dependent6-phosphofructokinase,livertypeOS=HomosapiensGN=PFKLPE=1SV=6	54.94752549	52.9644962	46.15038626	57.94934297
sp|P17987|TCPA_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|E7ERF2|E7ERF2_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|E7EQR6|E7EQR6_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H282|F5H282_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GZ03|F5GZ03_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H136|F5H136_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GZI8|F5GZI8_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H676|F5H676_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H726|F5H726_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H7Y1|F5H7Y1_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GYL4|F5GYL4_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1	58.81115251	57.72266079	58.95960271	59.19429253
sp|P18084|ITB5_HUMANIntegrinbeta-5OS=HomosapiensGN=ITGB5PE=1SV=1;tr|V9GZ57|V9GZ57_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=8;tr|V9GYZ1|V9GYZ1_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=1;tr|H7C4W1|H7C4W1_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=1;tr|H7C580|H7C580_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=2;tr|H7C5U2|H7C5U2_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=1	18.03078454	20.68251218	22.13986704	15.03992352
sp|P18085|ARF4_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=3;tr|C9JPM4|C9JPM4_HUMANADP-ribosylationfactor4(Fragment)OS=HomosapiensGN=ARF4PE=1SV=1;tr|C9JAK5|C9JAK5_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=1;tr|U3KQF2|U3KQF2_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=1	28.70610421	33.97035206	32.54230827	37.87031707
